Table Physical Name,Table Label,Table Description,Seq ,Column Physical Name,Column Label,Table Column Description,Logical Data Type,Physical Data Type,Not Null?,Size,Precision,Minimum,Maximum,Units of Measure,Domain Name
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",98,wsatiated_r,RV,"The estimated volumetric soil water content at or near zero bar tension, expressed as a percentage of the whole soil.",Integer,Smallint,No,NA,NA,10,70,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",99,wsatiated_h,High,"The estimated volumetric soil water content at or near zero bar tension, expressed as a percentage of the whole soil.",Integer,Smallint,No,NA,NA,10,70,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",100,lep_l,Low,The linear expression of the volume difference of natural soil fabric at 1/3 or 1/10 bar water content and oven dryness. The volume change is reported as percent change for the whole soil.,Float,Real,No,NA,1,0,30,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",101,lep_r,RV,The linear expression of the volume difference of natural soil fabric at 1/3 or 1/10 bar water content and oven dryness. The volume change is reported as percent change for the whole soil.,Float,Real,No,NA,1,0,30,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",102,lep_h,High,The linear expression of the volume difference of natural soil fabric at 1/3 or 1/10 bar water content and oven dryness. The volume change is reported as percent change for the whole soil.,Float,Real,No,NA,1,0,30,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",103,ll_l,Low,The water content of the soil at the change between the liquid and plastic states.,Float,Real,No,NA,1,0,400,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",104,ll_r,RV,The water content of the soil at the change between the liquid and plastic states.,Float,Real,No,NA,1,0,400,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",105,ll_h,High,The water content of the soil at the change between the liquid and plastic states.,Float,Real,No,NA,1,0,400,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",106,pi_l,Low,The numerical difference between the liquid limit and plastic limit.,Float,Real,No,NA,1,0,130,percent,NA
chorizon,Horizon,"The Horizon table lists the horizon(s) and related data for the referenced map unit component. If the horizon thickness is greater than zero (low=5, RV=8, high=12), the horizon exists everywhere this component occurs. If the horizon thickness includes zero (low=0, RV=1, high=3), the horizon may exist in some places, but not in other places. Horizons that have two distinct parts, such as E/B or E&Bt horizons, are recorded twice. Once for the characteristics of the first part; and again on another row, using the same depths and thicknesses, for the characteristics of the other part.",107,pi_r,RV,The numerical difference between the liquid limit and plastic limit.,Float,Real,No,NA,1,0,130,percent,NA
